"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
300,105,"IND","India",21,"Maharashtra",300,"Bhandara","District","District",NA,NA
301,105,"IND","India",21,"Maharashtra",301,"Bid","District","District",NA,"Bir|Beed|Bhir|Bidh"
302,105,"IND","India",21,"Maharashtra",302,"Buldana","District","District",NA,NA
303,105,"IND","India",21,"Maharashtra",303,"Chandrapur","District","District",NA,"Chanda"
304,105,"IND","India",21,"Maharashtra",304,"Dhule","District","District",NA,"Dhulia, West Khandesh"
305,105,"IND","India",21,"Maharashtra",305,"Garhchiroli","District","District",NA,NA
306,105,"IND","India",21,"Maharashtra",306,"Gondiya","District","District",NA,NA
307,105,"IND","India",21,"Maharashtra",307,"Greater Bombay","District","District",NA,NA
308,105,"IND","India",21,"Maharashtra",308,"Hingoli","District","District",NA,NA
309,105,"IND","India",21,"Maharashtra",309,"Jalgaon","District","District",NA,"East Khandesh"
310,105,"IND","India",21,"Maharashtra",310,"Jalna","District","District",NA,NA
311,105,"IND","India",21,"Maharashtra",311,"Kolhapur","District","District",NA,NA
312,105,"IND","India",21,"Maharashtra",312,"Latur","District","District",NA,"Kulaba, Kolaba, Kolabad"
313,105,"IND","India",21,"Maharashtra",313,"Nagpur","District","District",NA,NA
314,105,"IND","India",21,"Maharashtra",314,"Nanded","District","District",NA,"Nander"
315,105,"IND","India",21,"Maharashtra",315,"Nandurbar","District","District",NA,NA
316,105,"IND","India",21,"Maharashtra",316,"Nashik","District","District",NA,"Nasik"
317,105,"IND","India",21,"Maharashtra",317,"Osmanabad","District","District",NA,NA
318,105,"IND","India",21,"Maharashtra",318,"Parbhani","District","District",NA,NA
319,105,"IND","India",21,"Maharashtra",319,"Pune","District","District",NA,"Poona"
320,105,"IND","India",21,"Maharashtra",320,"Raigarh","District","District",NA,"Raygad"
321,105,"IND","India",21,"Maharashtra",321,"Ratnagiri","District","District",NA,NA
322,105,"IND","India",21,"Maharashtra",322,"Sangli","District","District",NA,"South Satara"
323,105,"IND","India",21,"Maharashtra",323,"Satara","District","District",NA,"North Satara"
324,105,"IND","India",21,"Maharashtra",324,"Sindhudurg","District","District",NA,"Kudal, Sindhdurg"
325,105,"IND","India",21,"Maharashtra",325,"Solapur","District","District",NA,"Sholapur"
326,105,"IND","India",21,"Maharashtra",326,"Thane","District","District",NA,"Thana"
327,105,"IND","India",21,"Maharashtra",327,"Wardha","District","District",NA,NA
328,105,"IND","India",21,"Maharashtra",328,"Washim","District","District",NA,NA
329,105,"IND","India",21,"Maharashtra",329,"Yavatmal","District","District",NA,"Yeotmal"
330,105,"IND","India",22,"Manipur",330,"Bishnupur","District","District",NA,"Bishenpur|Sishnupur"
331,105,"IND","India",22,"Manipur",331,"Chandel","District","District",NA,"Tengnoupal"
332,105,"IND","India",22,"Manipur",332,"Churachandpur","District","District",NA,"Manipur South|Churchandpur"
333,105,"IND","India",22,"Manipur",333,"East Imphal","District","District",NA,NA
334,105,"IND","India",22,"Manipur",334,"Senapati","District","District",NA,NA
335,105,"IND","India",22,"Manipur",335,"Tamenglong","District","District",NA,"Manipur West"
336,105,"IND","India",22,"Manipur",336,"Thoubal","District","District",NA,NA
337,105,"IND","India",22,"Manipur",337,"Ukhrul","District","District",NA,"Manipur East, Ukhurul"
338,105,"IND","India",22,"Manipur",338,"West Imphal","District","District",NA,NA
339,105,"IND","India",23,"Meghalaya",339,"East Garo Hills","District","District",NA,NA
340,105,"IND","India",23,"Meghalaya",340,"East Khasi Hills","District","District",NA,NA
341,105,"IND","India",23,"Meghalaya",341,"Jaintia Hills","District","District",NA,NA
342,105,"IND","India",23,"Meghalaya",342,"Ri-Bhoi","District","District",NA,NA
343,105,"IND","India",23,"Meghalaya",343,"South Garo Hills","District","District",NA,NA
344,105,"IND","India",23,"Meghalaya",344,"West Garo Hills","District","District",NA,NA
345,105,"IND","India",23,"Meghalaya",345,"West Khasi Hills","District","District",NA,NA
346,105,"IND","India",24,"Mizoram",346,"Aizawl","District","District",NA,"Aizawal"
347,105,"IND","India",24,"Mizoram",347,"Champhai","District","District",NA,NA
348,105,"IND","India",24,"Mizoram",348,"Kolasib","District","District",NA,"Aizawal"
349,105,"IND","India",24,"Mizoram",349,"Lawngtlai","District","District",NA,NA
350,105,"IND","India",24,"Mizoram",350,"Lunglei","District","District",NA,NA
351,105,"IND","India",24,"Mizoram",351,"Mamit","District","District",NA,NA
352,105,"IND","India",24,"Mizoram",352,"Saiha","District","District",NA,"Chhimtuipui"
353,105,"IND","India",24,"Mizoram",353,"Serchhip","District","District",NA,NA
354,105,"IND","India",25,"Nagaland",354,"Dimapur","District","District",NA,NA
355,105,"IND","India",25,"Nagaland",355,"Kohima","District","District",NA,NA
356,105,"IND","India",25,"Nagaland",356,"Mokokchung","District","District",NA,"Mokochung"
357,105,"IND","India",25,"Nagaland",357,"Mon","District","District",NA,NA
358,105,"IND","India",25,"Nagaland",358,"Phek","District","District",NA,"Pheka"
359,105,"IND","India",25,"Nagaland",359,"Tuensang","District","District",NA,"Tuenasang"
360,105,"IND","India",25,"Nagaland",360,"Wokha","District","District",NA,NA
361,105,"IND","India",25,"Nagaland",361,"Zunheboto","District","District",NA,"Zanheboto|Zonheboto"
362,105,"IND","India",26,"Orissa",362,"Angul","District","District",NA,NA
363,105,"IND","India",26,"Orissa",363,"Baleshwar","District","District",NA,"Balasore, Baleswar"
364,105,"IND","India",26,"Orissa",364,"Baragarh","District","District",NA,NA
365,105,"IND","India",26,"Orissa",365,"Bhadrak","District","District",NA,NA
366,105,"IND","India",26,"Orissa",366,"Bolangir","District","District",NA,"Balangir"
367,105,"IND","India",26,"Orissa",367,"Boudh","District","District",NA,NA
368,105,"IND","India",26,"Orissa",368,"Cuttack","District","District",NA,NA
369,105,"IND","India",26,"Orissa",369,"Deogarh","District","District",NA,"Debagarh"
370,105,"IND","India",26,"Orissa",370,"Dhenkanal","District","District",NA,NA
371,105,"IND","India",26,"Orissa",371,"Gajapati","District","District",NA,NA
372,105,"IND","India",26,"Orissa",372,"Ganjam","District","District",NA,NA
373,105,"IND","India",26,"Orissa",373,"Jagatsinghpur","District","District",NA,NA
374,105,"IND","India",26,"Orissa",374,"Jajpur","District","District",NA,NA
375,105,"IND","India",26,"Orissa",375,"Jharsuguda","District","District",NA,NA
376,105,"IND","India",26,"Orissa",376,"Kalahandi","District","District",NA,NA
377,105,"IND","India",26,"Orissa",377,"Kandhamal","District","District",NA,"Phulabani"
378,105,"IND","India",26,"Orissa",378,"Kendrapara","District","District",NA,NA
379,105,"IND","India",26,"Orissa",379,"Keonjhar","District","District",NA,"Kendujhar"
380,105,"IND","India",26,"Orissa",380,"Khordha","District","District",NA,NA
381,105,"IND","India",26,"Orissa",381,"Koraput","District","District",NA,NA
382,105,"IND","India",26,"Orissa",382,"Malkangiri","District","District",NA,NA
383,105,"IND","India",26,"Orissa",383,"Mayurbhanj","District","District",NA,NA
384,105,"IND","India",26,"Orissa",384,"Nabarangpur","District","District",NA,NA
385,105,"IND","India",26,"Orissa",385,"Nayagarh","District","District",NA,NA
386,105,"IND","India",26,"Orissa",386,"Nuapada","District","District",NA,NA
387,105,"IND","India",26,"Orissa",387,"Puri","District","District",NA,NA
388,105,"IND","India",26,"Orissa",388,"Rayagada","District","District",NA,NA
389,105,"IND","India",26,"Orissa",389,"Sambalpur","District","District",NA,NA
390,105,"IND","India",26,"Orissa",390,"Sonepur","District","District",NA,"Balangir"
391,105,"IND","India",26,"Orissa",391,"Sundargarh","District","District",NA,"Sundagarh|Bonai"
392,105,"IND","India",27,"Puducherry",392,"Karaikal","District","District",NA,"Karaikkal|Karikal"
393,105,"IND","India",27,"Puducherry",393,"Mahe","District","District",NA,NA
394,105,"IND","India",27,"Puducherry",394,"Puducherry","District","District",NA,"Pondicherry|Puduchcheri|Pondichéry"
395,105,"IND","India",27,"Puducherry",395,"Yanam","District","District",NA,"Yanaon"
396,105,"IND","India",28,"Punjab",396,"Amritsar","District","District",NA,NA
397,105,"IND","India",28,"Punjab",397,"Bathinda","District","District",NA,"Bhatinda"
398,105,"IND","India",28,"Punjab",398,"Faridkot","District","District",NA,"Fridkot"
399,105,"IND","India",28,"Punjab",399,"Fatehgarh Sahib","District","District",NA,NA
400,105,"IND","India",28,"Punjab",400,"Firozpur","District","District",NA,"Ferojpur, Firozepur, Ferozepore, Feruzpur"
401,105,"IND","India",28,"Punjab",401,"Gurdaspur","District","District",NA,"Guardaspur"
402,105,"IND","India",28,"Punjab",402,"Hoshiarpur","District","District",NA,NA
403,105,"IND","India",28,"Punjab",403,"Jalandhar","District","District",NA,"Jullundur"
404,105,"IND","India",28,"Punjab",404,"Kapurthala","District","District",NA,NA
405,105,"IND","India",28,"Punjab",405,"Ludhiana","District","District",NA,NA
406,105,"IND","India",28,"Punjab",406,"Mansa","District","District",NA,NA
407,105,"IND","India",28,"Punjab",407,"Moga","District","District",NA,NA
408,105,"IND","India",28,"Punjab",408,"Muktsar","District","District",NA,NA
409,105,"IND","India",28,"Punjab",409,"Nawan Shehar","District","District",NA,NA
410,105,"IND","India",28,"Punjab",410,"Patiala","District","District",NA,NA
411,105,"IND","India",28,"Punjab",411,"Rupnagar","District","District",NA,"Ropar, Roop Nagar, Rupar"
412,105,"IND","India",28,"Punjab",412,"Sangrur","District","District",NA,"Sangroor"
413,105,"IND","India",29,"Rajasthan",413,"Ajmer","District","District",NA,NA
414,105,"IND","India",29,"Rajasthan",414,"Alwar","District","District",NA,NA
415,105,"IND","India",29,"Rajasthan",415,"Banswara","District","District",NA,NA
416,105,"IND","India",29,"Rajasthan",416,"Baran","District","District",NA,NA
417,105,"IND","India",29,"Rajasthan",417,"Barmer","District","District",NA,NA
418,105,"IND","India",29,"Rajasthan",418,"Bharatpur","District","District",NA,NA
419,105,"IND","India",29,"Rajasthan",419,"Bhilwara","District","District",NA,"Bhilavara"
420,105,"IND","India",29,"Rajasthan",420,"Bikaner","District","District",NA,NA
421,105,"IND","India",29,"Rajasthan",421,"Bundi","District","District",NA,NA
422,105,"IND","India",29,"Rajasthan",422,"Chittaurgarh","District","District",NA,NA
423,105,"IND","India",29,"Rajasthan",423,"Churu","District","District",NA,NA
424,105,"IND","India",29,"Rajasthan",424,"Dausa","District","District",NA,NA
425,105,"IND","India",29,"Rajasthan",425,"Dhaulpur","District","District",NA,NA
426,105,"IND","India",29,"Rajasthan",426,"Dungarpur","District","District",NA,NA
427,105,"IND","India",29,"Rajasthan",427,"Ganganagar","District","District",NA,"Sri Ganganagar"
428,105,"IND","India",29,"Rajasthan",428,"Hanumangarh","District","District",NA,NA
429,105,"IND","India",29,"Rajasthan",429,"Jaipur","District","District",NA,"Jeipur"
430,105,"IND","India",29,"Rajasthan",430,"Jaisalmer","District","District",NA,NA
431,105,"IND","India",29,"Rajasthan",431,"Jalor","District","District",NA,NA
432,105,"IND","India",29,"Rajasthan",432,"Jhalawar","District","District",NA,NA
433,105,"IND","India",29,"Rajasthan",433,"Jhunjhunun","District","District",NA,"Jhunjhunu"
434,105,"IND","India",29,"Rajasthan",434,"Jodhpur","District","District",NA,NA
435,105,"IND","India",29,"Rajasthan",435,"Karauli","District","District",NA,NA
436,105,"IND","India",29,"Rajasthan",436,"Kota","District","District",NA,"Kotah"
437,105,"IND","India",29,"Rajasthan",437,"Nagaur","District","District",NA,NA
438,105,"IND","India",29,"Rajasthan",438,"Pali","District","District",NA,NA
439,105,"IND","India",29,"Rajasthan",439,"Rajsamand","District","District",NA,NA
440,105,"IND","India",29,"Rajasthan",440,"Sawai Madhopur","District","District",NA,NA
441,105,"IND","India",29,"Rajasthan",441,"Sikar","District","District",NA,NA
442,105,"IND","India",29,"Rajasthan",442,"Sirohi","District","District",NA,NA
443,105,"IND","India",29,"Rajasthan",443,"Tonk","District","District",NA,NA
444,105,"IND","India",29,"Rajasthan",444,"Udaipur","District","District",NA,NA
445,105,"IND","India",30,"Sikkim",445,"East","District","District",NA,NA
446,105,"IND","India",30,"Sikkim",446,"North Sikkim","District","District",NA,"North District"
447,105,"IND","India",30,"Sikkim",447,"South Sikkim","District","District",NA,"South District"
448,105,"IND","India",30,"Sikkim",448,"West Sikkim","District","District",NA,"West District"
449,105,"IND","India",31,"Tamil Nadu",449,"Ariyalur","District","District",NA,NA
450,105,"IND","India",31,"Tamil Nadu",450,"Chennai","District","District",NA,"Madras"
451,105,"IND","India",31,"Tamil Nadu",451,"Coimbatore","District","District",NA,NA
452,105,"IND","India",31,"Tamil Nadu",452,"Cuddalore","District","District",NA,NA
453,105,"IND","India",31,"Tamil Nadu",453,"Dharmapuri","District","District",NA,"Dharampuri"
454,105,"IND","India",31,"Tamil Nadu",454,"Dindigul","District","District",NA,"Anna"
455,105,"IND","India",31,"Tamil Nadu",455,"Erode","District","District",NA,"Periyar"
456,105,"IND","India",31,"Tamil Nadu",456,"Kancheepuram","District","District",NA,NA
457,105,"IND","India",31,"Tamil Nadu",457,"Kanniyakumari","District","District",NA,NA
458,105,"IND","India",31,"Tamil Nadu",458,"Karur","District","District",NA,NA
459,105,"IND","India",31,"Tamil Nadu",459,"Madurai","District","District",NA,"Madura, Mathurai"
460,105,"IND","India",31,"Tamil Nadu",460,"Nagapattinam","District","District",NA,NA
461,105,"IND","India",31,"Tamil Nadu",461,"Namakkal","District","District",NA,NA
462,105,"IND","India",31,"Tamil Nadu",462,"Nilgiris","District","District",NA,"Nilgiri"
463,105,"IND","India",31,"Tamil Nadu",463,"Perambalur","District","District",NA,NA
464,105,"IND","India",31,"Tamil Nadu",464,"Pudukkottai","District","District",NA,"Pudukottai"
465,105,"IND","India",31,"Tamil Nadu",465,"Ramanathapuram","District","District",NA,"Ramananthapuram, Rameswaram, Ramnad"
466,105,"IND","India",31,"Tamil Nadu",466,"Salem","District","District",NA,NA
467,105,"IND","India",31,"Tamil Nadu",467,"Sivaganga","District","District",NA,"Pasumpon Muthuramalinga"
468,105,"IND","India",31,"Tamil Nadu",468,"Thanjavur","District","District",NA,"Tanjore"
469,105,"IND","India",31,"Tamil Nadu",469,"Theni","District","District",NA,NA
470,105,"IND","India",31,"Tamil Nadu",470,"Thiruvallur","District","District",NA,NA
471,105,"IND","India",31,"Tamil Nadu",471,"Thiruvarur","District","District",NA,NA
472,105,"IND","India",31,"Tamil Nadu",472,"Thoothukudi","District","District",NA,"Chidambaranar"
473,105,"IND","India",31,"Tamil Nadu",473,"Tiruchchirappalli","District","District",NA,NA
474,105,"IND","India",31,"Tamil Nadu",474,"Tirunelveli Kattabo","District","District",NA,NA
475,105,"IND","India",31,"Tamil Nadu",475,"Tiruvannamalai","District","District",NA,NA
476,105,"IND","India",31,"Tamil Nadu",476,"Vellore","District","District",NA,"North Arcot"
477,105,"IND","India",31,"Tamil Nadu",477,"Villupuram","District","District",NA,NA
478,105,"IND","India",31,"Tamil Nadu",478,"Virudhunagar","District","District",NA,"Kamarajar"
479,105,"IND","India",32,"Telangana",479,"Adilabad","District","District",NA,NA
480,105,"IND","India",32,"Telangana",480,"Hyderabad","District","District",NA,NA
481,105,"IND","India",32,"Telangana",481,"Karimnagar","District","District",NA,NA
482,105,"IND","India",32,"Telangana",482,"Khammam","District","District",NA,"Khammamamet"
483,105,"IND","India",32,"Telangana",483,"Mahbubnagar","District","District",NA,"Mehbubnagar;Mahaboobnagar"
484,105,"IND","India",32,"Telangana",484,"Medak","District","District",NA,"Sangapeddi"
485,105,"IND","India",32,"Telangana",485,"Nalgonda","District","District",NA,NA
486,105,"IND","India",32,"Telangana",486,"Nizamabad","District","District",NA,NA
487,105,"IND","India",32,"Telangana",487,"Rangareddi","District","District",NA,"Rangareddy"
488,105,"IND","India",32,"Telangana",488,"Warangal","District","District",NA,NA
489,105,"IND","India",33,"Tripura",489,"Dhalai","District","District",NA,NA
490,105,"IND","India",33,"Tripura",490,"North Tripura","District","District",NA,NA
491,105,"IND","India",33,"Tripura",491,"South Tripura","District","District",NA,NA
492,105,"IND","India",33,"Tripura",492,"West Tripura","District","District",NA,NA
493,105,"IND","India",34,"Uttar Pradesh",493,"Agra","District","District",NA,NA
494,105,"IND","India",34,"Uttar Pradesh",494,"Aligarh","District","District",NA,NA
495,105,"IND","India",34,"Uttar Pradesh",495,"Allahabad","District","District",NA,NA
496,105,"IND","India",34,"Uttar Pradesh",496,"Ambedkar Nagar","District","District",NA,NA
497,105,"IND","India",34,"Uttar Pradesh",497,"Auraiya","District","District",NA,NA
498,105,"IND","India",34,"Uttar Pradesh",498,"Azamgarh","District","District",NA,NA
499,105,"IND","India",34,"Uttar Pradesh",499,"Badaun","District","District",NA,NA
500,105,"IND","India",34,"Uttar Pradesh",500,"Baghpat","District","District",NA,NA
501,105,"IND","India",34,"Uttar Pradesh",501,"Bahraich","District","District",NA,NA
502,105,"IND","India",34,"Uttar Pradesh",502,"Ballia","District","District",NA,"Balia"
503,105,"IND","India",34,"Uttar Pradesh",503,"Balrampur","District","District",NA,NA
504,105,"IND","India",34,"Uttar Pradesh",504,"Banda","District","District",NA,NA
505,105,"IND","India",34,"Uttar Pradesh",505,"Bara Banki","District","District",NA,NA
506,105,"IND","India",34,"Uttar Pradesh",506,"Bareilly","District","District",NA,"Bareilley"
507,105,"IND","India",34,"Uttar Pradesh",507,"Basti","District","District",NA,NA
508,105,"IND","India",34,"Uttar Pradesh",508,"Bijnor","District","District",NA,"Bijnar|Bijnore"
509,105,"IND","India",34,"Uttar Pradesh",509,"Bulandshahr","District","District",NA,"Bulandshahar, Buland Sahar"
510,105,"IND","India",34,"Uttar Pradesh",510,"Chandauli","District","District",NA,NA
511,105,"IND","India",34,"Uttar Pradesh",511,"Chitrakoot","District","District",NA,NA
512,105,"IND","India",34,"Uttar Pradesh",512,"Deoria","District","District",NA,NA
513,105,"IND","India",34,"Uttar Pradesh",513,"Etah","District","District",NA,NA
514,105,"IND","India",34,"Uttar Pradesh",514,"Etawah","District","District",NA,NA
515,105,"IND","India",34,"Uttar Pradesh",515,"Faizabad","District","District",NA,"Fyzabad"
516,105,"IND","India",34,"Uttar Pradesh",516,"Farrukhabad","District","District",NA,"Farrukahabad, Ferrukhabad"
517,105,"IND","India",34,"Uttar Pradesh",517,"Fatehpur","District","District",NA,NA
518,105,"IND","India",34,"Uttar Pradesh",518,"Firozabad","District","District",NA,NA
519,105,"IND","India",34,"Uttar Pradesh",519,"Gautam Buddha Nagar","District","District",NA,NA
520,105,"IND","India",34,"Uttar Pradesh",520,"Ghaziabad","District","District",NA,NA
521,105,"IND","India",34,"Uttar Pradesh",521,"Ghazipur","District","District",NA,"Gajipur"
522,105,"IND","India",34,"Uttar Pradesh",522,"Gonda","District","District",NA,NA
523,105,"IND","India",34,"Uttar Pradesh",523,"Gorakhpur","District","District",NA,"Goruckpur"
524,105,"IND","India",34,"Uttar Pradesh",524,"Hamirpur","District","District",NA,NA
525,105,"IND","India",34,"Uttar Pradesh",525,"Hardoi","District","District",NA,NA
526,105,"IND","India",34,"Uttar Pradesh",526,"Hathras","District","District",NA,NA
527,105,"IND","India",34,"Uttar Pradesh",527,"Jalaun","District","District",NA,NA
528,105,"IND","India",34,"Uttar Pradesh",528,"Jaunpur","District","District",NA,"Jaupur"
529,105,"IND","India",34,"Uttar Pradesh",529,"Jhansi","District","District",NA,NA
530,105,"IND","India",34,"Uttar Pradesh",530,"Jyotiba Phule Nagar","District","District",NA,NA
531,105,"IND","India",34,"Uttar Pradesh",531,"Kannauj","District","District",NA,NA
532,105,"IND","India",34,"Uttar Pradesh",532,"Kanpur Dehat","District","District",NA,"Kanpur Rural"
533,105,"IND","India",34,"Uttar Pradesh",533,"Kanpur","District","District",NA,"Kanpur Nagar"
534,105,"IND","India",34,"Uttar Pradesh",534,"Kaushambi","District","District",NA,NA
535,105,"IND","India",34,"Uttar Pradesh",535,"Kushinagar","District","District",NA,NA
536,105,"IND","India",34,"Uttar Pradesh",536,"Lakhimpur Kheri","District","District",NA,"Kheri"
537,105,"IND","India",34,"Uttar Pradesh",537,"Lalitpur","District","District",NA,NA
538,105,"IND","India",34,"Uttar Pradesh",538,"Lucknow","District","District",NA,NA
539,105,"IND","India",34,"Uttar Pradesh",539,"Maharajganj","District","District",NA,NA
540,105,"IND","India",34,"Uttar Pradesh",540,"Mahoba","District","District",NA,NA
541,105,"IND","India",34,"Uttar Pradesh",541,"Mainpuri","District","District",NA,NA
542,105,"IND","India",34,"Uttar Pradesh",542,"Mathura","District","District",NA,"Muttra"
543,105,"IND","India",34,"Uttar Pradesh",543,"Mau","District","District",NA,NA
544,105,"IND","India",34,"Uttar Pradesh",544,"Meerut","District","District",NA,NA
545,105,"IND","India",34,"Uttar Pradesh",545,"Mirzapur","District","District",NA,NA
546,105,"IND","India",34,"Uttar Pradesh",546,"Moradabad","District","District",NA,NA
547,105,"IND","India",34,"Uttar Pradesh",547,"Muzaffarnagar","District","District",NA,NA
548,105,"IND","India",34,"Uttar Pradesh",548,"Pilibhit","District","District",NA,NA
549,105,"IND","India",34,"Uttar Pradesh",549,"Pratapgarh","District","District",NA,"Bela cum Pratapgarh, Partabgarh, Partapgarh"
550,105,"IND","India",34,"Uttar Pradesh",550,"Rae Bareli","District","District",NA,"Rai Bareli, Rai Bareilly"
551,105,"IND","India",34,"Uttar Pradesh",551,"Rampur","District","District",NA,NA
552,105,"IND","India",34,"Uttar Pradesh",552,"Saharanpur","District","District",NA,NA
553,105,"IND","India",34,"Uttar Pradesh",553,"Sant Kabir Nagar","District","District",NA,NA
554,105,"IND","India",34,"Uttar Pradesh",554,"Sant Ravi Das Nagar","District","District",NA,NA
555,105,"IND","India",34,"Uttar Pradesh",555,"Shahjahanpur","District","District",NA,"Shahajahanpur"
556,105,"IND","India",34,"Uttar Pradesh",556,"Shravasti","District","District",NA,NA
557,105,"IND","India",34,"Uttar Pradesh",557,"Siddharth Nagar","District","District",NA,"Sidharthnagar"
558,105,"IND","India",34,"Uttar Pradesh",558,"Sitapur","District","District",NA,NA
559,105,"IND","India",34,"Uttar Pradesh",559,"Sonbhadra","District","District",NA,"Sonebhadra"
560,105,"IND","India",34,"Uttar Pradesh",560,"Sultanpur","District","District",NA,NA
561,105,"IND","India",34,"Uttar Pradesh",561,"Unnao","District","District",NA,"Unnao Nagar, Unao"
562,105,"IND","India",34,"Uttar Pradesh",562,"Varanasi","District","District",NA,"Benares"
563,105,"IND","India",35,"Uttaranchal",563,"Almora","District","District",NA,NA
564,105,"IND","India",35,"Uttaranchal",564,"Bageshwar","District","District",NA,NA
565,105,"IND","India",35,"Uttaranchal",565,"Chamoli","District","District",NA,"Chamoli cum Gopeshwar"
566,105,"IND","India",35,"Uttaranchal",566,"Champawat","District","District",NA,NA
567,105,"IND","India",35,"Uttaranchal",567,"Dehra Dun","District","District",NA,NA
568,105,"IND","India",35,"Uttaranchal",568,"Haridwar","District","District",NA,"Hardwar"
569,105,"IND","India",35,"Uttaranchal",569,"Naini Tal","District","District",NA,NA
570,105,"IND","India",35,"Uttaranchal",570,"Pauri Garhwal","District","District",NA,"Garhwal"
571,105,"IND","India",35,"Uttaranchal",571,"Pithoragarh","District","District",NA,NA
572,105,"IND","India",35,"Uttaranchal",572,"Rudra Prayag","District","District",NA,NA
573,105,"IND","India",35,"Uttaranchal",573,"Tehri Garhwal","District","District",NA,"Tehri|Narendranagar|Tehri Garwal"
574,105,"IND","India",35,"Uttaranchal",574,"Udham Singh Nagar","District","District",NA,NA
575,105,"IND","India",35,"Uttaranchal",575,"Uttarkashi","District","District",NA,NA
576,105,"IND","India",36,"West Bengal",576,"Bankura","District","District",NA,NA
577,105,"IND","India",36,"West Bengal",577,"Barddhaman","District","District",NA,NA
578,105,"IND","India",36,"West Bengal",578,"Birbhum","District","District",NA,NA
579,105,"IND","India",36,"West Bengal",579,"Dakshin Dinajpur","District","District",NA,"Dinajpur(South)"
580,105,"IND","India",36,"West Bengal",580,"Darjiling","District","District",NA,NA
581,105,"IND","India",36,"West Bengal",581,"East Midnapore","District","District",NA,"Purba Medinipur"
582,105,"IND","India",36,"West Bengal",582,"Haora","District","District",NA,NA
583,105,"IND","India",36,"West Bengal",583,"Hugli","District","District",NA,NA
584,105,"IND","India",36,"West Bengal",584,"Jalpaiguri","District","District",NA,NA
585,105,"IND","India",36,"West Bengal",585,"Kochbihar","District","District",NA,NA
586,105,"IND","India",36,"West Bengal",586,"Kolkata","District","District",NA,"Calcutta"
587,105,"IND","India",36,"West Bengal",587,"Maldah","District","District",NA,NA
588,105,"IND","India",36,"West Bengal",588,"Murshidabad","District","District",NA,NA
589,105,"IND","India",36,"West Bengal",589,"Nadia","District","District",NA,NA
590,105,"IND","India",36,"West Bengal",590,"North 24 Parganas","District","District",NA,NA
591,105,"IND","India",36,"West Bengal",591,"Puruliya","District","District",NA,NA
592,105,"IND","India",36,"West Bengal",592,"South 24 Parganas","District","District",NA,NA
593,105,"IND","India",36,"West Bengal",593,"Uttar Dinajpur","District","District",NA,NA
594,105,"IND","India",36,"West Bengal",594,"West Midnapore","District","District",NA,"Paschim Medinipur"
